http://polkrug.ru//news/kultura/etnomir/9173-chay-ne-pil-kakaya-sila	Ирина РАМИЕВА	Чай не пил – какая сила?	20.12.2018	публицистика	Культура, Этномир		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/etnomir/9173-chay-ne-pil-kakaya-sila	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/etnomir/9150-v-tradiciyah-severa	Александра ВАСИЛЬЧЕНКО	В традициях Севера	13.12.2018	публицистика	Культура, Этномир		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/etnomir/9150-v-tradiciyah-severa	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/vernisazh/9123-krepost-abalakskaya-vzyata	Клара ГАЛИМЖАНОВА	Крепость Абалакская взята	13.12.2018	публицистика	Культура, Вернисаж		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/vernisazh/9123-krepost-abalakskaya-vzyata	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/vsem-mirom/9120-postroim-hram-vmeste	Галина СМИРНОВА	Построим храм вместе	13.12.2018	публицистика	Культура, Всем миром		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/vsem-mirom/9120-postroim-hram-vmeste	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/talanty/9101-v-gorode-zamechen-drakon	Кира КОРАБЛЁВА	В городе замечен… дракон	06.12.2018	публицистика	Культура, Таланты		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/talanty/9101-v-gorode-zamechen-drakon	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/talanty/9060-obedinennye-iskusstvom	Александра ВАСИЛЬЧЕНКО	Объединённые искусством	06.12.2018	публицистика	Культура, Таланты		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/talanty/9060-obedinennye-iskusstvom	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/8999-ledohod-zimoy-pochemu-by-i-net	Кира КОРАБЛЁВА	Ледоход зимой? Почему бы и нет!	29.11.2018	публицистика	Культура		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/8999-ledohod-zimoy-pochemu-by-i-net	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/kultprosvet/8998-yubileyu-konstitucii-posvyaschaetsya	Арина МИХАЙЛОВА	Юбилею Конституции посвящается	29.11.2018	публицистика	Культура, Культпросвет		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/kultprosvet/8998-yubileyu-konstitucii-posvyaschaetsya	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/anons/8997-dekabr-budet-muzykalnym	 Валентина ХОЗЯИНОВА	Декабрь будет музыкальным	29.11.2018	публицистика	Культура, Анонс		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/anons/8997-dekabr-budet-muzykalnym	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/duhovnost/8975-prikosnutsya-k-svyatyne	Кира КОРАБЛЁВА	Прикоснуться к святыне	22.11.2018	публицистика	Культура, Духовность		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/duhovnost/8975-prikosnutsya-k-svyatyne	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
http://polkrug.ru//news/kultura/etnomir/8964-olen-nash-drug	Александра ВАСИЛЬЧЕНКО	Олень – наш друг	22.11.2018	публицистика	Культура, Этномир		нейтральный	н-возраст	н-уровень	городская	http://polkrug.ru//news/kultura/etnomir/8964-olen-nash-drug	"Полярный круг"	2018	газета	Россия	ЯНАО	ru
